Year,City,Population,Average Wage,Number of Employees,65+ percentage,0-17 percentage
2010,מצפה רמון,4.8,5526.597972,1890,7.329296304,34.95510545
2010,משהד,7.2,4383.394375,2086,3.877153974,43.31573096
2010,נחף,10.9,4309.00896,3283,3.280636023,44.96938682
2010,סאג'ור,3.8,4615.881899,1220,3.430851064,39.49468085
2010,סביון,3,18544.84209,1446,19.25486317,25.25552258
2010,ע'ג'ר,2.2,5286.981953,688,2.65885534,42.72194682
2010,עומר,6.6,14527.9953,3372,17.15455786,25.81525861
2010,עיילבון,4.9,5683.134413,1744,6.461475744,32.95964126
2010,עילוט,7,4128.80881,1852,3.267509589,43.38684472
2010,עין מאהל,11.4,4152.510873,3403,3.404404668,42.83583399
2010,עין קנייא,1.8,,,4.586636467,36.40996602
2010,עמנואל,2.9,3816.387087,817,2.747625509,51.39077341
2010,עספיא,10.8,6036.842141,4040,6.491815476,32.94270833
2010,עראבה,21.7,4631.269705,6039,3.582640813,45.2677747
2010,ערערה,22.6,4982.486257,5621,4.970734303,42.32884001
2010,ערערה-בנגב,12.7,4976.37196,2138,1.625374783,60.21776866
2010,פוריידיס,11.3,4491.989225,3983,3.927492447,41.3008708
2010,פסוטה,2.9,5615.053037,1180,9.660842754,30.21582734
2010,פקיעין (בוקייעה),5.4,5570.094081,1954,7.179866765,32.01332346
2010,פרדס חנה-כרכור,32.4,7938.59245,14497,9.644497888,30.51521598
2010,פרדסייה,5.5,10168.52505,2987,4.462659381,27.74134791
2010,קדומים,3.9,6920.054133,1484,3.327314934,44.49316482
2010,קדימה-צורן,17.1,10887.19138,7463,5.061591453,36.90232938
2010,קציר-חריש,3.3,7719.14253,1457,4.748858447,37.47336377
2010,קצרין,6.7,5274.242348,3289,10.77175209,29.38021454
2010,קריית ארבע,7.2,4681.83691,2563,6.553532009,41.90121413
2010,קריית טבעון,16.7,10679.74377,6619,14.57370853,26.09347813
2010,קריית יערים,2.8,4793.351429,875,2.615328732,53.32364693
2010,קריית עקרון,10.2,6364.933914,4735,8.997755441,28.32048404
2010,קרני שומרון,6.3,6813.038182,2977,5.171865054,34.5162317
2010,ראמה,7.3,5303.352987,2595,8.600082429,32.95782388
2010,ראש פינה,2.7,8143.788495,1156,8.142589118,28.85553471
2010,ריינה,17.5,4529.685008,4539,4.114141646,39.84643594
2010,רכסים,9.5,4461.450315,2437,3.765250316,47.80185107
2010,רמת ישי,6.8,10556.1514,3296,5.192138457,30.21413904
2010,שבלי - אום אל-גנם,5.1,4863.97227,1758,4.191968658,44.48579824
2010,שגב-שלום,7.7,3961.049163,1473,1.821940819,56.69983202
2010,שוהם,18.7,13794.31705,8587,3.292114983,39.89615117
2010,שלומי,6,6607.071693,2835,8.407811983,31.99271764
2010,שעב,6,4129.574688,1899,3.76951179,40.30222517
2010,תל מונד,10.5,12846.86908,4627,4.733447164,39.22405616
2010,תל שבע,15.7,4295.674257,2558,1.688996127,59.64823163
2011,אום אל-פחם,48.5,4682,13084,3.615725931,43.85099577
2011,אופקים,24.4,5412,10249,9.152097185,33.62472297
2011,אור יהודה,35,6974,15505,9.614780548,29.45258288
2011,אור עקיבא,15.9,6046,8298,11.6840649,27.04691234
2011,אילת,46.7,6679,28356,6.957453649,26.39588469
2011,אלעד,39.8,5536,9911,0.949844205,61.01618253
2011,אריאל,17.8,7250,9360,8.82962631,23.81646031
2011,אשדוד,212.3,7022,92297,12.22265143,31.8162975
2011,אשקלון,117.4,6534,54328,13.87050899,26.36657044
2011,באקה אל-גרביה,25.9,..,..,4.10821256,42.16811594
2011,באר שבע,196.3,7062,87633,13.17900527,26.26072784
2011,בית שאן,16.9,5894,8370,7.971870937,30.67604302
2011,בית שמש,84.2,6113,24112,3.846382216,52.70933036
2011,ביתר עילית,39.7,4195,8520,0.700075548,63.79249559
2011,בני ברק,163.3,5141,44558,6.980361418,47.30160869
2011,בת ים,128.2,6225,63411,19.74687298,20.46708334
2011,גבעת שמואל,23.1,11542,9996,8.811279826,35.86550976
2011,גבעתיים,54.7,11345,24885,17.98348195,22.6666423
2011,דימונה,32.4,7478,14899,10.6588968,29.14315666
2011,הוד השרון,49.9,12236,23163,10.20763671,29.98818653
2011,הרצלייה,88.7,10692,41660,16.25307098,22.80749205
2011,חדרה,82.5,7236,40671,13.06113542,26.05438301
2011,חולון,182.6,7859,85207,15.38983979,25.04724086
2011,חיפה,270.3,8843,120674,18.95186944,21.5977185
2011,טבריה,41.7,5312,17565,11.08738423,29.37041125
2011,טייבה,38.2,5300,11888,4.511888551,41.7068189
2011,טירה,23.3,5359,8277,5.542705389,37.09843228
2011,טירת כרמל,18.3,6056,8675,12.23052994,24.44468701
2011,טמרה,30.1,4601,9527,3.946930904,40.56327725
2011,יבנה,33.3,8096,16753,7.878078781,27.99927999
2011,יהוד,27.6,10246,13256,10.71946095,28.33285031
2011,יקנעם עילית,19.5,9301,9676,7.82626511,33.5894284
2011,ירושלים,804.4,6620,236943,8.575939728,39.89159016
2011,כפר סבא,87.3,10414,43593,14.00812962,25.42394229
2011,כפר קאסם,20,4791,6119,3.230638638,44.10545763
2011,כרמיאל,44.7,7323,22575,13.38403042,24.36367703
2011,לוד,70.3,6227,29824,10.71296428,32.95289597
2011,מגדל העמק,24.1,5954,11360,11.42857143,29.47957703
2011,מודיעין עילית,52.1,4018,10358,0.628121398,63.0234345
2011,מודיעין-מכבים-רעות,80.2,12737,35329,4.265875489,40.2577975
2011,מעלה אדומים,36.1,8038,17530,6.497824822,35.09656682
2011,מעלות-תרשיחא,21,6756,10093,10.86915177,28.24267782
2011,נהרייה,52.6,8193,25356,14.3747743,25.5640241
2011,נס ציונה,41.3,11262,18859,9.044629221,31.98225498
2011,נצרת,73.7,5435,25623,6.574981672,36.25675419
2011,נצרת עילית,40.6,6160,20810,16.85722734,22.05411266
2011,נשר,24,8457,11380,12.81901828,21.72446813
2011,נתיבות,28,5386,10856,5.918936307,42.61562656
2011,נתניה,189.7,7287,86272,14.82459748,27.26779068
2011,סח'נין,27.1,5130,9385,4.079447706,39.63894119
2011,עכו,46.5,5839,20878,11.46909435,27.25120523
2011,עפולה,41.3,6317,20173,12.76729712,25.40139975
2011,ערד,23.4,6792,11047,15.17685711,26.68003584
2011,פתח תקווה,210.4,8692,102281,13.24628285,28.59689318
2011,צפת,32.2,5270,10268,8.868966373,39.71646606
2011,קלנסווה,19.8,5385,6026,3.141599636,45.04983053
2011,קריית אונו,33.4,12335,15049,13.35370237,28.9899353
2011,קריית אתא,52,7248,24710,13.18277917,24.85873534
2011,קריית ביאליק,37.6,8003,18451,16.62592337,21.40086092
2011,קריית גת,47.8,5716,22542,11.37801047,28.86282723
2011,קריית ים,38.2,6403,18160,18.21203318,19.81104917
2011,קריית מוצקין,38.3,8333,19489,17.43336984,21.79888385
2011,קריית מלאכי,20.9,5051,9483,7.91270713,32.36712669
2011,קריית שמונה,23,6256,11398,9.555497564,26.08298539
2011,ראש העין,39.9,8895,18681,7.019565599,32.0139289
2011,ראשון לציון,232.4,9004,116839,11.9740975,24.67750957
2011,רהט,54.9,4314,12160,1.918661856,55.16927226
2011,רחובות,118.1,8971,54258,12.87889689,28.97011148
2011,רמלה,67.9,5956,29295,9.678227304,29.65789551
2011,רמת גן,148,9714,65399,18.41186206,21.54085183
2011,רמת השרון,42.3,13116,18893,16.5614284,26.47747428
2011,רעננה,69.1,11773,32542,12.38206865,26.73062453
2011,שדרות,21.1,5932,10444,10.06175772,27.88123515
2011,שפרעם,37.7,5412,12494,5.451606064,37.22834729
2011,תל אביב-יפו,404.8,9731,207969,15.20988264,20.14255713
2011,אבו גוש,6.3,5411.106697,2215,4.593301435,38.78787879
2011,אבו סנאן,12.9,5241.032177,4035,5.079340386,37.25886745
2011,אבן יהודה,11.9,12577.79629,5565,9.811861976,31.13979583
2011,אורנית,6.6,11630.33849,3555,4.681818182,33.43939394
2011,אזור,11.6,8145.582742,5356,12.47087253,25.70984724
2011,אכסאל,12.7,5450.132373,3837,3.257534031,42.49744276
2011,אליכין,3.1,7779.805847,1431,9.102605339,33.29044709
2011,אלפי מנשה,7.4,10528.31342,3695,4.0549643,34.19102789
2011,אלקנה,3.7,10625.74995,1664,6.673785371,36.27869728
2011,אעבלין,11.9,5068.332673,4037,4.420629605,38.40421969
2011,באר יעקב,14.5,9087.874857,6715,6.119917298,35.64438318
2011,בועיינה-נוג'ידאת,8.3,4709.979926,2715,3.058287359,42.88798273
2011,בוקעאתא,6,4231.259746,1847,4.775421606,36.66722324
2011,ביר אל-מכסור,8,4802.610226,2572,3.708825748,41.57656525
2011,בית אל,5.8,6457.616207,2066,2.479338843,57.23140496
2011,בית אריה,4.1,9691.74323,1994,3.302933202,36.06112891
2011,בית ג'ן,10.8,5397.88349,4054,5.766214595,34.74490267
2011,בית דגן,7,9062.71165,2977,8.245941675,32.16491883
2011,"בני עי""ש",7,6562.06889,3583,15.81442114,24.34645217
2011,בנימינה-גבעת עדה,13.6,12395.56412,5564,6.73693521,36.78779391
2011,"בסמ""ה",8.1,5006.539199,2668,3.378462303,44.55347162
2011,בסמת טבעון,7,5046.715858,2370,4.528676888,40.33219761
2011,בענה,7.5,4154.219803,2354,3.928095872,41.70439414
2011,גבעת זאב,12.6,7979.661954,5977,5.699810006,34.76884104
2011,ג'דיידה-מכר,19,4744.438634,6138,4.724036233,40.10427639
2011,גדרה,24.4,9837.005442,9463,8.592981305,38.53722532
2011,ג'ולס,5.9,5878.126468,2243,5.6066803,33.38445808
2011,ג'לג'וליה,8.7,4437.806104,2430,3.972901596,44.28751866
2011,גן יבנה,20.5,9922.99602,9024,4.667644184,37.54154448
2011,גני תקווה,13.9,12061.83824,6524,9.97124371,31.35154565
2011,ג'סר א-זרקא,12.9,4078.55391,4608,1.969720377,45.57392245
2011,ג'ש (גוש חלב),3,6640.473552,1232,10.18957346,32.29519296
2011,ג'ת,10.3,,,4.572371614,39.38452577
2011,דאלית אל-כרמל,15.8,5964.996246,5905,5.439515366,31.5580236
2011,דבורייה,9.3,5389.813176,3018,5.52758436,39.90358864
2011,דייר אל-אסד,10.9,5195.756952,3728,3.874977152,41.9393164
2011,דייר חנא,9.2,4965.038934,3309,4.844290657,38.55968858
2011,הר אדר,3.6,14677.97685,1688,6.515737162,36.5819989
2011,זכרון יעקב,20.2,12769.96193,8372,8.042683529,35.62889043
2011,זמר,5.9,5477.211098,2140,4.861465239,39.07870134
2011,זרזיר,6.7,4908.926762,2171,3.444180523,42.81472684
2011,חורה,17,5245.225968,2462,1.749116608,58.73380448
2011,חורפיש,5.7,5972.280033,1934,4.812928157,37.09819076
2011,חצור הגלילית,8.7,5635.354962,4034,8.8914417,33.03848363
2011,טובא-זנגרייה,5.9,4636.020104,2201,2.96371998,40.81076478
2011,טורעאן,12.4,4736.569434,3927,4.143156537,41.81847493
2011,יאנוח-ג'ת,5.9,6133.011651,2067,3.674719292,38.92480436
2011,יבנאל,3.7,5603.613928,1144,11.06890939,39.96201845
2011,יסוד המעלה,1.5,,,11.05263158,30.46052632
2011,יפיע,17.2,5149.998925,5734,4.533302336,39.36417529
2011,ירוחם,8.3,6510.437969,3556,8.560734122,35.53489495
2011,ירכא,15.3,5449.646494,3941,4.959916574,39.10578114
2011,כאבול,12.5,5024.647713,3469,3.773133376,40.81046586
2011,כאוכב אבו אל-היג'א,3,5846.904087,1199,5.860683188,37.91024782
2011,כוכב יאיר,9.2,13903.51838,4934,5.172601546,29.51105303
2011,כסיפה,17.2,4846.239426,2979,2.008591664,54.98664809
2011,כסרא-סמיע,7.6,6189.362232,2503,3.668998284,41.59957767
2011,כעביה-טבאש-חג'אג'רה,4.6,4847.055022,1666,3.582350371,43.07557886
2011,כפר ברא,3,5343.034319,964,2.75564409,47.94156707
2011,כפר ורדים,5.6,12692.99924,2741,8.421052632,29.08117752
2011,כפר יאסיף,8.9,5348.452528,3574,6.482619873,32.90488432
2011,כפר יונה,19.5,9285.38272,8668,5.374358974,34.7025641
2011,כפר כמא,3,6673.310492,1266,8.319467554,29.31780366
2011,כפר כנא,19.7,4377.210624,5911,3.567984571,43.68877836
2011,כפר מנדא,17,4206.63846,4987,3.007297552,45.76859699
2011,כפר קרע,16.3,5864.288904,6229,4.093746175,39.13229715
2011,כפר שמריהו,1.8,,,22.17168846,24.10460489
2011,כפר תבור,3,10734.36626,1602,5.422488357,30.83832335
2011,להבים,6.1,15109.62659,3011,7.108692067,29.82022101
2011,לקיה,9.6,4887.307535,2484,2.13670781,53.08577948
2011,מבשרת ציון,25.3,11200.79638,11302,9.899229401,29.79253112
2011,מגאר,20.7,5160.815537,6167,4.111380145,37.5496368
2011,מג'ד אל-כרום,13.8,4701.020373,4708,4.140981942,41.72166219
2011,מגדל,1.6,,,6.542655548,35.40731238
2011,מג'דל שמס,9.9,3882.782164,3192,5.137503778,34.60259897
2011,מזכרת בתיה,10.1,11558.97805,5297,5.699841396,34.27835052
2011,מזרעה,3.5,5023.648167,1437,5.912743972,31.65901263
2011,מטולה,1.6,,,8.992346939,22.70408163
2011,מיתר,6.6,13365.46734,3593,7.420869302,33.63622596
2011,מסעדה,3.3,3881.534587,1183,4.795573317,37.68828773
2011,מעיליא,2.9,7420.429153,1248,12.58526603,29.67257844
2011,מעלה אפרים,1.2,,,6.934001671,23.05764411
2011,מעלה עירון,13.2,4928.971918,3831,3.53780747,43.2508351
2011,מצפה רמון,4.9,5978.074294,2065,6.917599186,37.09053917
2011,משהד,7.3,4724.899814,2235,3.820780649,42.48213304
2011,נחף,11.2,4609.531936,3567,3.324739977,43.87945595
2011,סאג'ור,3.8,5446.212328,1429,3.357626236,37.45445081
2011,סביון,3.1,18964.91923,1528,18.46991037,25.92829706
2011,ע'ג'ר,2.3,5466.450045,749,2.34929078,42.2429078
2011,עומר,7.1,15112.33031,3470,16.96088123,26.66290072
2011,עיילבון,5,6068.613885,1983,6.54,33.68
2011,עילוט,7.1,4566.376691,2020,3.20855615,43.92063045
2011,עין מאהל,11.7,4496.299078,3671,3.40101088,41.42893858
2011,עין קנייא,1.8,,,4.651162791,37.20930233
2011,עמנואל,3,4259.653099,866,3.116531165,52.47289973
2011,עספיא,11.1,6540.58853,4314,6.459437607,32.22531668
2011,עראבה,22.2,5003.888251,6663,3.562913311,43.84812632
2011,ערערה,22.8,5350.889232,5999,5.015770107,40.80077098
2011,ערערה-בנגב,13.6,5218.479552,2433,1.644278059,58.26176319
2011,פוריידיס,11.5,4689.864501,4048,3.914218464,39.45601953
2011,פסוטה,2.9,6006.614935,1213,9.190672154,28.90946502
2011,פקיעין (בוקייעה),5.5,5934.791765,2111,7.648569332,32.53851798
2011,פרדס חנה-כרכור,33.5,8434.570647,15331,9.614238016,30.72978774
2011,פרדסייה,5.5,10682.10157,3116,4.725274725,26.0989011
2011,קדומים,3.9,7601.722399,1570,3.611680328,47.33606557
2011,קדימה-צורן,17.6,11496.88115,7794,5.238041132,35.89932962
2011,קצרין,6.6,5643.560489,3378,11.19504457,27.07357607
2011,קריית ארבע,7.4,5067.522124,2727,6.269339432,45.3518095
2011,קריית טבעון,17.1,11306.53926,6934,16.43313596,25.90725215
2011,קריית יערים,3.2,5305.12961,931,2.469917669,50.569981
2011,קריית עקרון,10.3,6723.069769,5001,9.383195726,27.79018941
2011,קרני שומרון,6.4,7284.853048,3166,5.070553574,34.14482866
2011,ראמה,7.3,5598.805394,2923,8.662068966,32.06896552
2011,ראש פינה,2.7,8431.192972,1245,8.807134894,27.83351914
2011,ריינה,17.5,4781.737691,4942,4.101072325,39.37942049
2011,רכסים,9.8,4608.304871,2679,3.75269148,48.82600226
2011,רמת ישי,7.1,11073.53018,3510,5.9327991,28.69394067
2011,שבלי - אום אל-גנם,5.3,5154.589493,1867,4.205518554,43.5585157
2011,שגב-שלום,7.8,4425.580264,1765,1.494634645,57.0260603
2011,שוהם,19.4,14432.82049,9014,3.598533739,37.67360215
2011,שלומי,6.1,6956.889353,2990,9.367255906,30.39814968
2011,שעב,6.1,4434.195985,2092,3.647020514,39.71019212
2011,תל מונד,10.8,13686.90718,4821,4.880754298,37.40062858
2011,תל שבע,16.4,4616.842941,2897,1.533406353,58.52500913
2012,אום אל-פחם,49.5,4947,13594,3.64227708,43.94165892
2012,אופקים,24.6,5554,10459,9.162133636,33.34821791
2012,אור יהודה,35.3,7049,15814,10.02495604,28.78452725
2012,אור עקיבא,16.2,6260,8397,11.98938665,26.79871652
2012,אילת,47.7,6795,28904,7.307361847,26.2578847
2012,אלעד,41.4,5692,10133,1.027562863,60.4303675
2012,אריאל,18.2,7392,9343,9.463028169,23.11839789
2012,אשדוד,214.9,7108,92132,12.47498674,31.77312622
2012,אשקלון,120,6693,56159,14.14801979,26.61907063
2012,באקה אל-גרביה,26.8,5604,8618,4.124211548,42.17892733
2012,באר שבע,197.3,7276,87736,13.59412782,26.36856272
2012,בית שאן,17.2,6121,8304,8.280959032,31.22672253
2012,בית שמש,89.8,6141,25228,3.727337521,51.94106642
2012,ביתר עילית,42.5,4307,9282,0.751171498,63.82602962
2012,בני ברק,168.8,5205,46205,6.792124146,45.91364528
2012,בת ים,129.4,6384,63278,19.57337989,20.40776909
2012,גבעת שמואל,23.7,11501,10000,9.436429596,35.23158694
2012,גבעתיים,55.7,11226,25011,17.40121717,22.8120568
2012,דימונה,33.1,7691,14974,10.87245886,29.3411181
2012,הוד השרון,51,11906,23274,10.53982561,29.99902028
2012,הרצלייה,89.2,10472,40980,16.51089295,22.98838982
2012,חדרה,84.1,7387,40669,13.32302385,26.09052519
2012,חולון,185.3,8015,85288,15.34057181,25.11413554
2012,חיפה,272.2,8900,121557,19.06231515,22.03643899
2012,טבריה,41.7,5588,17945,11.57375243,29.41711986
2012,טייבה,38.1,5492,12435,4.720816177,41.58514517
2012,טירה,23.9,5534,8725,5.822190552,36.2535105
2012,טירת כרמל,18.6,6207,8871,12.60675726,24.72471397
2012,טמרה,29.5,4820,10134,4.29410367,40.07943243
2012,יבנה,34.2,8101,17684,8.506466905,27.81061626
2012,יהוד,27.9,10121,13401,11.38633354,28.46762358
2012,יקנעם עילית,20.3,9619,10037,8.169612005,34.02606378
2012,ירושלים,815.3,6630,243063,8.528556079,39.84077183
2012,כפר סבא,89.2,10507,43619,14.5908989,25.69939475
2012,כפר קאסם,21.1,5078,6955,3.370786517,43.52628834
2012,כרמיאל,44.9,7541,22491,13.89186057,25.02897388
2012,לוד,71.1,6374,30424,10.98367577,32.86377709
2012,מגדל העמק,24.4,6148,11510,11.76013417,30.31455802
2012,מודיעין עילית,55.5,4217,11112,0.682956716,62.95815764
2012,מודיעין-מכבים-רעות,82.9,12582,35976,4.719233923,39.80534517
2012,מעלה אדומים,36.9,8167,17564,6.849872497,35.31007542
2012,מעלות-תרשיחא,21.1,6921,10248,11.27455633,28.04878049
2012,נהרייה,53,8385,25432,14.77998111,26.3286119
2012,נס ציונה,43,11418,19199,9.66128507,32.15000233
2012,נצרת,74,5601,25565,6.985423371,35.58969089
2012,נצרת עילית,40.8,6361,20207,17.03691004,22.5574959
2012,נשר,23.2,8586,11382,13.75823041,22.32646211
2012,נתיבות,28.7,5604,11166,5.885630703,42.13275754
2012,נתניה,192.2,7414,87573,15.23009591,27.06248471
2012,סח'נין,27.9,5401,9828,4.221664275,39.3651363
2012,עכו,47.2,6004,21218,11.63920171,27.69400437
2012,עפולה,41.7,6578,20662,12.93832842,26.07320055
2012,ערד,23.9,6861,10822,15.10695187,26.93432487
2012,פתח תקווה,213.9,8822,102915,13.85707206,28.3985825
2012,צפת,32.1,5357,10605,9.247130739,39.69560878
2012,קלנסווה,20.2,5618,6290,3.30938816,44.91949467
2012,קריית אונו,34.2,12319,15412,13.49867087,29.21450063
2012,קריית אתא,52.7,7396,25110,13.40820275,24.94024358
2012,קריית ביאליק,38.2,8156,18597,17.11584296,21.84594432
2012,קריית גת,48.3,5878,23027,11.69135163,29.14344899
2012,קריית ים,38.3,6603,18441,18.89895325,19.61157952
2012,קריית מוצקין,38.9,8486,19688,17.93138892,21.99151998
2012,קריית מלאכי,21.2,5181,9688,8.286954061,31.68569003
2012,קריית שמונה,23.1,6432,11307,9.885882251,26.70095963
2012,ראש העין,40.6,8762,19008,7.247340426,30.93725374
2012,ראשון לציון,235.1,9064,117486,12.67549325,24.5556581
2012,רהט,56.9,4441,12967,1.961610734,55.00588308
2012,רחובות,120.9,9088,55407,13.43658781,29.05458485
2012,רמלה,68,6200,30455,10.15481424,30.07630445
2012,רמת גן,148.4,9665,65630,17.91086013,21.57672714
2012,רמת השרון,43.1,12525,18621,16.61367803,26.96618784
2012,רעננה,69.2,11411,31903,13.57608711,26.70677214
2012,שדרות,21.6,6177,10422,10.31415068,27.52756927
2012,שפרעם,38.3,5623,13241,5.711603161,36.57512453
2012,תל אביב-יפו,414.6,9603,209202,14.69419753,20.06536972
2012,אבו גוש,6.5,5493.910625,2345,4.852579853,39.03562654
2012,אבו סנאן,12.6,5536.967013,4138,5.358844077,36.91648142
2012,אבן יהודה,12.4,12405.38231,5514,10.34482759,31.74347406
2012,אורנית,7.2,11613.69375,3652,5.003474635,35.10771369
2012,אזור,11.7,8212.135277,5360,11.40928126,26.16015725
2012,אכסאל,13,5655.045017,4030,3.428922888,41.8774506
2012,אליכין,3.2,7867.325658,1520,9.161250387,33.64283504
2012,אלפי מנשה,7.6,10516.26163,3660,4.660681278,35.10694481
2012,אלקנה,3.9,10511.07278,1650,8.186528497,36.55440415
2012,אעבלין,12.3,5391.994682,4184,4.749490835,38.57433809
2012,אפרת,7.8,9105.704997,3459,4.377880184,41.83307732
2012,באר יעקב,16.3,9347.095566,7337,6.466045599,35.21696494
2012,בועיינה-נוג'ידאת,8.5,4990.978551,2875,3.265977444,42.21099624
2012,בוקעאתא,6.1,4415.886875,1972,5.14369693,36.544742
2012,ביר אל-מכסור,8.1,5056.084734,2677,3.943004545,41.53052451
2012,בית אל,5.9,6562.803315,2132,2.831948448,52.51822961
2012,בית אריה,4.2,9815.088423,2014,4.176668267,36.02976476
2012,בית ג'ן,11.4,5546.97556,4194,5.819966693,34.38513454
2012,בית דגן,7.1,8991.518684,3024,9.304964539,31.04964539
2012,"בני עי""ש",7,6709.368176,3578,15.87871821,23.83963213
2012,בנימינה-גבעת עדה,14,12287.30093,5573,6.914817466,36.35647817
2012,"בסמ""ה",8.5,5177.777981,2865,3.516224189,44.67256637
2012,בסמת טבעון,7.1,5188.228268,2458,4.712336475,40.09002673
2012,בענה,7.6,4351.51649,2451,4.193037975,41.24472574
2012,גבעת זאב,13.5,7977.985867,6144,6.059705926,36.31367889
2012,ג'דיידה-מכר,19.6,5006.656221,6414,4.713856189,39.4129338
2012,גדרה,24.7,9971.28705,9575,8.963982193,38.09388911
2012,ג'ולס,6,6275.591055,2277,5.747319035,33.37801609
2012,ג'לג'וליה,8.9,4507.274625,2643,5.389624972,43.08331462
2012,גן יבנה,20.7,9812.543416,9219,5.314523142,36.53493091
2012,גני תקווה,14.3,11928.66858,6756,10.66872284,31.24211412
2012,ג'סר א-זרקא,13.5,4283.663743,4960,2.077613712,45.64814128
2012,ג'ש (גוש חלב),3,6975.317303,1258,10.54410274,31.46333221
2012,ג'ת,10.7,6511,3877,4.765450484,39.11020104
2012,דאלית אל-כרמל,16,6072.881962,6200,5.574956348,31.51035171
2012,דבורייה,9.4,5647.473514,3140,5.81321474,39.66539602
2012,דייר אל-אסד,11.1,5521.866645,3870,4.132529036,41.59539029
2012,דייר חנא,9.4,5289.798309,3469,5.033592834,38.05054922
2012,הר אדר,3.7,13922.02297,1687,7.754660902,36.58470684
2012,זכרון יעקב,20.9,12452.4412,8572,8.450973824,35.0145954
2012,זמר,6.1,5804.606692,2244,5.402298851,38.48932677
2012,זרזיר,6.9,5031.088363,2270,3.519698725,42.36674392
2012,חורה,17.5,5323.231523,2706,1.767633431,58.88679137
2012,חורפיש,5.8,6328.696094,2138,4.898590581,36.73083534
2012,חצור הגלילית,8.8,5844.02311,4035,9.018987342,32.91139241
2012,חריש,0.9,..,1587,4.190260476,43.26160815
2012,טובא-זנגרייה,5.9,4763.494512,2384,3.228532792,39.8918188
2012,טורעאן,12.7,5025.925795,4026,4.348512351,41.54368242
2012,יאנוח-ג'ת,6,6356.046219,2151,4.007982704,38.15067354
2012,יבנאל,3.9,5578.970513,1235,10.62789501,40.99330932
2012,יסוד המעלה,1.6,,,11.4556962,31.64556962
2012,יפיע,17.7,5342.560673,5928,4.675118859,38.88385782
2012,ירוחם,8.7,6586.542694,3650,8.484358767,35.12639963
2012,ירכא,14.8,5633.21832,4406,5.569072722,38.36847797
2012,כאבול,12.6,5377.409072,3588,4.064137165,40.29210986
2012,כאוכב אבו אל-היג'א,3.1,5912.930806,1273,5.853658537,38.11382114
2012,כוכב יאיר,9.3,13380.27438,4843,6.117596195,28.75054042
2012,כסיפה,17.5,4949.39713,3084,2.057800832,55.13310152
2012,כסרא-סמיע,7.8,6385.992312,2623,3.840701121,41.64196417
2012,כעביה-טבאש-חג'אג'רה,4.7,5016.243363,1695,3.776013731,43.10233855
2012,כפר ברא,3.1,5655.490342,1044,3.028329534,46.98795181
2012,כפר ורדים,5.7,12785.93618,2699,9.122992765,29.76883713
2012,כפר יאסיף,9.1,5579.859741,3771,6.649111257,32.6091727
2012,כפר יונה,20,9350.739194,8753,5.946297966,34.49053201
2012,כפר כמא,3.1,6848.092719,1323,9.035172636,28.88028396
2012,כפר כנא,20,4668.29488,6250,3.712204371,42.82007784
2012,כפר מנדא,17.8,4502.519753,5303,3.024521632,45.16020425
2012,כפר קרע,16.5,6167.612683,6610,4.447667392,38.88687455
2012,כפר שמריהו,1.8,,,22.27247032,24.36404748
2012,כפר תבור,3.2,11156.72371,1648,6.001243781,32.05845771
2012,להבים,6.2,14997.86587,3045,7.800843334,30.31138501
2012,לקיה,10.2,5131.096717,2528,2.237420616,54.07914021
2012,מבשרת ציון,24.5,10942.2137,11174,10.88493767,28.44471694
2012,מגאר,20.7,5445.81496,6395,4.248949833,36.91758003
2012,מג'ד אל-כרום,14,4892.449959,4931,4.309668213,41.74099179
2012,מגדל,1.7,,,8.190148912,32.4742268
2012,מג'דל שמס,10.2,4114.688058,3432,5.760549558,34.67124632
2012,מזכרת בתיה,10.7,11502.79423,5483,5.908792958,34.60998221
2012,מזרעה,3.5,5283.463136,1553,6.119531027,30.4260795
2012,מטולה,1.6,,,9.955041747,22.5433526
2012,מיתר,6.9,13523.50985,3647,8.004082228,33.48884677
2012,מסעדה,3.3,4278.517975,1210,5.321375187,38.32585949
2012,מעיליא,3.1,7499.1849,1298,16.31067961,27.70226537
2012,מעלה אפרים,1.1,,,7.417336908,25.20107239
2012,מעלה עירון,13.7,5213.956551,3951,3.651071272,42.98207258
2012,מצפה רמון,5.1,6053.252955,2059,6.932648627,37.1321351
2012,משהד,7.4,4872.061531,2450,4.014008621,41.9450431
2012,נחף,11.7,4765.790686,3824,3.353476892,43.96969955
2012,סאג'ור,3.9,5594.754508,1479,3.556007112,36.85547371
2012,סביון,3.3,16306.91379,1592,17.85821119,27.34071194
2012,ע'ג'ר,2.3,5894.664794,801,2.651021295,41.72099087
2012,עומר,7.2,14992.7054,3479,17.6560545,27.33212846
2012,עיילבון,5.2,6225.745121,2101,6.831339251,32.5357005
2012,עילוט,7.2,4917.432536,2111,3.363103545,43.21797377
2012,עין מאהל,11.8,4496.742901,3592,3.530210455,41.03021045
2012,עין קנייא,1.9,,,4.810261892,37.84072688
2012,עמנואל,3,4228.412545,930,3.318951211,50.77995353
2012,עספיא,11.3,6650.297644,4322,6.788974564,31.977311
2012,עראבה,22.8,5402.177708,7019,3.613294112,43.78539755
2012,ערערה,21.1,5638.975776,6206,5.458598122,40.45338139
2012,ערערה-בנגב,14.2,5482.20441,2676,1.620174697,58.6996337
